V79,addr2,-0.8901253874678114
addr2,V57,-0.8769654694578716
V58,addr2,-0.8767978411286538
V15,addr2,-0.8193399784447561
D13,V197,-0.7524414738974579
D13,V194,-0.7225226852564526
V198,D13,-0.7148006127882032
V16,addr2,-0.7125079526219723
V195,D13,-0.7092091307869222
D6,V153,-0.7080545588324858
D6,V154,-0.7044173925724675
V148,D6,-0.7039484212056439
D6,V155,-0.7038377373825306
V149,D6,-0.6989949406299943
D6,V156,-0.6973020819549438
V157,D6,-0.6712886696590988
D14,V250,-0.6673549883826995
D6,V158,-0.6555334486560239
V251,D14,-0.6544789167399083
V51,addr2,-0.6322490042799706
V50,V152,-0.6136684777778499
V94,addr2,-0.6070434430229266
V33,addr2,-0.6031067982436903
V31,V152,-0.5879835919771634
V50,V151,-0.573046959589288
addr2,V73,-0.5696173120656044
card3,addr2,-0.5691082778917603
V61,V326,-0.5677085314708796
V288,D2,-0.5621868788456695
V62,V326,-0.5612869340762373
V52,addr2,-0.5583523537599913
V326,V19,-0.5488489578257645
V61,V327,-0.546544949698976
V20,V326,-0.5436500783157666
V153,V152,-0.5435738690146682
V71,V152,-0.5411914222912412
V150,V50,-0.5395469245972399
V62,V327,-0.5393037055705059
V31,V151,-0.5389820245455739
V145,V50,-0.5337300971792145
V152,V154,-0.5314242177295486
V50,V160,-0.528672824227864
V50,V159,-0.5280468431613944
V92,V152,-0.5272875771534876
V152,V32,-0.5233321896186829
V50,V165,-0.5201302694038823
addr2,V34,-0.5181597351814438
V327,V19,-0.5176749283186928
V50,addr2,-0.5134009091854672
V144,V50,-0.5126922473265237
V20,V327,-0.5121312448129436
V289,D2,-0.507014443701912
D1,V282,-0.5053051310568594
V152,V148,-0.5051364274865577
V71,V151,-0.5048652259555807
V31,V150,-0.5029328214413998
V160,V31,-0.5015875440712737
D6,V139,-0.5013247162263629
V61,V330,-0.4998544597614565
V71,addr2,-0.49915987720026206
V54,V50,-0.4971958453021316
V151,V153,-0.49676170975910344
V50,V143,-0.49542290905638936
V330,V62,-0.49486111208142297
V151,V92,-0.4929453658329437
D6,V140,-0.4894045382948577
V155,V152,-0.48782901170908977
V159,V31,-0.4872320546086329
V154,V151,-0.486133133269219
V61,V329,-0.48585937898640635
V328,V61,-0.4855980771463586
addr2,V72,-0.48523035466189596
V50,V53,-0.4851931565369506
addr2,V74,-0.48432305510660634
V50,V13,-0.4814438924028476
V329,V62,-0.48094119922875533
V62,V328,-0.48092439245160384
V31,V145,-0.4798261129402321
V32,V151,-0.47913797293413096
V153,V145,-0.4779458657013936
V93,V152,-0.47653316454745764
V50,V36,-0.47332094108721456
V71,V150,-0.47290703523641703
V149,V152,-0.4728266036650504
V71,V160,-0.4726433618304668
V153,V160,-0.4722214883118437
V150,V153,-0.47113303207487894
V50,V12,-0.46923033978413453
V145,V154,-0.46767953784961636
V76,V50,-0.46679597639495446
V92,V150,-0.4645991274413669
V50,V35,-0.4631970752032458
V31,V36,-0.46280692478756985
V160,V154,-0.46248476244329717
V36,V92,-0.46204547366188176
V151,V148,-0.46152975072436325
V150,V154,-0.4613951911877768
V145,V92,-0.45985163871503704
V159,V71,-0.4596959422741923
V157,V152,-0.45964949724603715
V153,V159,-0.45943315896009257
V152,V156,-0.45924776118352767
V144,V153,-0.4591959770706445
V54,V92,-0.4582291299204445
V326,V82,-0.45810875203224727
V54,V42,-0.45758942616767345
V160,V92,-0.4574779432269609
addr2,V32,-0.45724849667591544
V36,V71,-0.454317915335589
V50,V75,-0.4539022554536828
V152,V72,-0.4538109958062468
D2,V282,-0.45376028937399965
V31,addr2,-0.45350345748214327
V35,V31,-0.45279205716208415
V92,addr2,-0.4525804255153396
V83,V326,-0.45254582310328734
V32,V36,-0.45220104282366647
V92,V35,-0.45212178455584673
V159,V92,-0.4512425406238994
V324,V61,-0.45118459761626434
V15,V36,-0.4501109782445582
V154,V159,-0.4499662681385222
V154,V144,-0.44855704512929506
V54,V71,-0.44767625049503273
D15,V153,-0.4473631467745551
V61,V338,-0.44716618960165166
V92,V13,-0.44711498707724445
V32,V150,-0.4470315497371346
V42,V53,-0.4465428667201984
V62,V324,-0.44653499052598034
V54,V31,-0.4460024810921533
V160,V32,-0.44599892188165835
V53,V92,-0.44584575978067537
V151,V155,-0.44565011288740547
V151,V93,-0.4454653502931796
V31,V13,-0.4454212541471845
V36,V57,-0.44528101585336033
V51,V54,-0.4452131744186924
V148,D15,-0.4450407435871813
V35,V71,-0.4444766754889198
V333,V61,-0.444375567919606
V13,V42,-0.4442882187309466
V154,D15,-0.4442389612266048
V93,V36,-0.4438542361773055
V145,V148,-0.4437914448039909
V62,V338,-0.4429442262147478
D15,V155,-0.4428403176628471
V35,V32,-0.4424156801998433
V145,V71,-0.4415099738384948
V15,V35,-0.44037084337803395
V93,V54,-0.4403204899111203
V16,V36,-0.4400950866744689
V62,V333,-0.439628396865627
V148,V160,-0.4393738655650953
V61,V323,-0.43901927276900654
V149,D15,-0.4386508218368803
V330,V19,-0.4386459669783095
V150,V148,-0.4382979358189237
V36,V72,-0.43816203631874007
V42,V36,-0.43810825702898265
V21,V36,-0.4380130536812015
V43,V54,-0.4377660135015931
V92,V76,-0.4368032089662874
V32,V54,-0.4361485742360801
V53,V71,-0.4358662787089213
D15,V156,-0.43568851602972464
V35,V57,-0.4356355294460193
V13,V32,-0.4353839839037908
V53,V51,-0.4351888576367798
V92,V12,-0.4351113307076222
V330,V20,-0.4350527416285868
V36,V84,-0.4345487183832326
V62,V323,-0.43451706261063877
V158,V152,-0.4343433793058518
V93,V35,-0.4343212536068965
V31,V76,-0.43418677969795194
V53,V31,-0.434082247639591
V144,V92,-0.43387778993668974
V12,V31,-0.4337374633712031
V36,V22,-0.4336284528797441
V145,V32,-0.43322782074690147
V32,V159,-0.43321748033926827
V12,V42,-0.43301725316042233
V149,V151,-0.4325405398122446
V72,V54,-0.43238988331008066
addr2,V93,-0.4323175958368557
V54,V84,-0.43206294862724987
V19,V329,-0.43126250766301993
V76,V42,-0.4309813396973888
V332,V61,-0.4307442221413556
V21,V13,-0.4306202774120402
V35,V16,-0.43057168976693344
V153,D10,-0.43013205757178363
V15,V54,-0.4297009428941433
V36,V58,-0.429682861546796
V21,V54,-0.42965980133104714
V13,V93,-0.42934417783202095
V13,V71,-0.429313815365165
V155,V145,-0.4291028216637771
V42,V35,-0.4287375555601983
V72,V35,-0.42867075819358
V21,V35,-0.4285347107355143
D10,V154,-0.428474352983057
V53,V93,-0.42842109013371815
V79,V36,-0.42818366654366663
V51,V13,-0.42801235025244894
V20,V329,-0.4276712255942317
V148,D10,-0.42764703331481313
V148,V159,-0.4273561379640383
D10,V155,-0.4272363369042297
V43,V53,-0.42719800642681544
V36,V63,-0.4271596135518877
V94,V36,-0.4271541727263956
V54,V79,-0.426988518991575
V63,V54,-0.42676659478207335
